DESTINATION,CODE,PRICE,CHANGES,"EFFECTIVE DATE"
"DOMINICAN REPUBLIC MOBILE",1829536,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829537,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829538,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829539,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829540,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829541,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829542,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829543,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18295445,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18295446,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18295447,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",182954480,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829545,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829546,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829547,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829548,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829549,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829550,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829551,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829552,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829553,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829554,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829556,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829557,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829558,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829559,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829560,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829561,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829562,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829563,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829564,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829565,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829566,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829567,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829568,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829569,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829570,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829571,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829572,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829573,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829574,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1829575,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829576,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829577,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829578,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829579,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829580,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1829581,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1829582,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1829583,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829584,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829585,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829586,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829587,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829589,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829590,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829591,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829592,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829593,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829594,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829595,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829596,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829597,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829598,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829599,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829601,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829602,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829603,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829604,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829605,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829606,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829607,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829608,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829609,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829610,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829612,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829613,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829616,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829618,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829619,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829629,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182963,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829630,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829631,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829632,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829633,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829634,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829635,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829636,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829637,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829638,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829639,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182964,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829640,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829644,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182965,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829650,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829651,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829652,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829653,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829654,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829655,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829656,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829657,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829658,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829659,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829660,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829661,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829662,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829663,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829664,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829665,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829666,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829667,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829668,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829669,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182967,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829670,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829671,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829672,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829673,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829674,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829675,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829676,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829677,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829678,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829679,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829680,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829681,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829682,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829683,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829684,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829685,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829686,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829687,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829688,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829689,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182969,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829690,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829691,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829692,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829693,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829694,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829695,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829696,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829697,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829698,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829699,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829701,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829702,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829703,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829704,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829705,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829706,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829707,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829708,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829709,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829710,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829712,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829713,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829714,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829715,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829716,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829717,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829718,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829719,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829720,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829721,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829722,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829723,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1829724,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829725,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829726,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829727,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829728,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829729,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829730,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829731,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829732,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829733,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829734,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829735,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829736,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829737,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829738,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1829739,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829740,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829741,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829742,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829743,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829744,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829745,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829747,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829748,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829749,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182975,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829750,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829751,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829752,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829753,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829754,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829755,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829756,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829757,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829758,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829759,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182976,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182977,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829770,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829771,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829772,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829773,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829774,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829775,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829776,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829777,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829778,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829779,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182978,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829780,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829781,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829782,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829783,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829784,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829785,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829786,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829787,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829788,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829789,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",182979,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829790,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829791,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829792,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829793,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829794,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829795,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829796,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829797,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829798,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829799,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829801,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829802,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829803,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829804,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829805,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829806,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829807,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829808,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE ORANGE",1829810,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829812,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829814,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829815,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829816,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829817,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829818,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1829819,0.053000,new,2017-06-27
