DESTINATION,DESTINATION CODE,EFFECTIVE DATE,RATES (US$),STATUS,BILLING INCREMENT,DELETION DATE
Abkhazia,7840,8-Jun-17,0.1977,Increase, 1/1,
Abkhazia - Mobile,7940,1-Jun-17,0.2222,Same, 1/1,
Abkhazia - Mobile - A Mobile,79407,1-Jun-17,0.194,Same, 1/1,
Abkhazia - Mobile - Aquafon,79409,1-Jun-17,0.1921,Same, 1/1,
Afghanistan,93,1-Jun-17,0.1634,Same, 1/1,
Afghanistan - Mobile - AT,9375,1-Jun-17,0.1615,Same, 1/1,
Afghanistan - Mobile - AWCC,9370,1-Jun-17,0.1625,Same, 1/1,
Afghanistan - Mobile - AWCC,9371,1-Jun-17,0.1625,Same, 1/1,
Afghanistan - Mobile - Etisalat,9373,1-Jun-17,0.145,Same, 1/1,
Afghanistan - Mobile - Etisalat,9378,1-Jun-17,0.145,Same, 1/1,
Afghanistan - Mobile - MTN,9376,1-Jun-17,0.1649,Same, 1/1,
Afghanistan - Mobile - MTN,9377,1-Jun-17,0.1649,Same, 1/1,
Afghanistan - Mobile - Roshan,9372,1-Jun-17,0.151,Same, 1/1,
Afghanistan - Mobile - Roshan,9379,1-Jun-17,0.151,Same, 1/1,
Afghanistan - Mobile - Salaam,9374,1-Jun-17,0.1619,Same, 1/1,
Albania,355,1-Jun-17,0.12,Same, 1/1,
Albania - AMC,3552155,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3552185,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3553270,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3553350,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3553351,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3553490,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3553491,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3553560,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3554630,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3554631,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3554632,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3554633,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3555114,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3555263,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3555264,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3555370,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3555490,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3555491,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3555540,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3558290,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3558291,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3558340,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3558460,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,3558550,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521160,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521161,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521250,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521340,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521440,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521650,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521651,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521740,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521741,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35521940,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35522530,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35522540,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524400,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524401,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524402,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524403,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524404,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524405,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524406,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524407,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524408,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35524409,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526160,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526250,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526293,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526323,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526350,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526363,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526373,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526383,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526450,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526490,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526523,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526563,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526650,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526673,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526723,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526770,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526840,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526890,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526950,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526970,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35526990,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527023,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527043,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527053,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527070,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527140,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527190,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527223,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527253,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527270,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527323,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527350,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527370,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527390,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527440,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527470,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527490,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527523,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527550,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527570,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527590,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527623,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527660,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527693,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527723,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527760,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527790,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527840,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527860,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527880,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527923,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527950,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527970,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35527990,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528143,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528144,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528190,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528223,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528250,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528290,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528323,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528350,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528390,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528450,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528523,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528570,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528623,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528643,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528680,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528763,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528790,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528823,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528850,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528870,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528890,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528950,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528970,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35528990,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529140,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529190,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529280,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529340,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529370,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529390,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529423,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529460,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529490,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529523,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529550,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529570,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529590,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529623,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529650,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529680,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529723,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529750,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529763,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35529780,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35531150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35531151,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35531250,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35531350,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35531351,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536023,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536043,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536063,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536073,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536090,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536290,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536340,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536380,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536440,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536480,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536540,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536580,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536640,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536670,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536740,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536770,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536840,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536890,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536923,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35536993,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537140,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537141,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537223,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537263,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537283,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537293,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537340,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537370,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537393,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537450,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537490,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537494,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537523,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537563,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537590,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537623,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537680,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537740,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537773,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537790,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537823,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537843,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537853,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537870,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35537890,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538151,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538152,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538241,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538350,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538423,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538470,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538523,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538593,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538623,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538650,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538680,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538693,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538725,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538790,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538850,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538923,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538940,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35538980,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539151,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539241,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539360,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539361,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539450,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539560,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539640,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539690,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539740,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539790,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539823,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539850,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35539880,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35547210,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35547425,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35547550,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35547700,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35547870,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35547950,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548270,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548271,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548272,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548570,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548660,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548750,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548855,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548935,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35548936,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35549250,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35549440,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35549560,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35549730,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35549830,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35549930,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35551240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35551241,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35551360,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35551361,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35551460,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35551461,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556293,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556340,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556445,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556465,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556550,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35556583,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557043,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557070,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557094,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557180,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557260,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557390,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557463,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557464,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557543,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557544,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557584,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557643,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557644,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557683,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557770,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557771,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557843,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557865,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557943,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557963,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35557993,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558023,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558073,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558151,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558250,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558323,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558373,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558424,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558460,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558484,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558494,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558540,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558564,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558580,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558594,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558624,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558670,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558693,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558724,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558764,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558790,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558824,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558842,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558852,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558882,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558924,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558953,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35558983,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559324,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559360,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559394,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559424,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559462,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559492,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559540,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559572,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559622,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559664,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559674,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559684,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559694,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559722,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559754,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559770,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35559794,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35572780,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581140,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581141,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581240,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581241,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581340,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581341,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581450,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581451,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35581540,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586022,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586070,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586082,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586260,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586344,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586372,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586424,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586462,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586472,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586494,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586524,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586572,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586582,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586622,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586672,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586750,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586796,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586850,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586892,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586922,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35586972,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587150,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587151,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587174,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587184,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587194,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587224,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587270,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587294,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587322,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587392,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587442,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587482,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587540,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587622,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587652,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587672,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587692,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587722,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587760,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35587790,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35588140,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35588194,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35588222,1-Jun-17,0.1307,Same, 1/1,
Albania - AMC,35588262,1-Jun-17,0.1307,Same, 1/1,
