DESTINATION,DESTINATION CODE,EFFECTIVE DATE,RATES (US$),STATUS,BILLING INCREMENT,DELETION DATE
India - Mobile - Idea,9172549,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172550,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172558,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172559,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172560,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172568,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172569,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172570,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172650,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172658,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172659,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172838,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172839,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172840,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172848,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172849,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172850,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172858,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172859,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172860,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172868,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172869,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172870,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172878,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172879,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172880,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172888,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9172889,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173220,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173228,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173229,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173230,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173238,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173239,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173240,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173248,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173249,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173250,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173477,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173478,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173480,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173481,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173482,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173483,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173484,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173485,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173486,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173487,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173698,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173699,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173700,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173708,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173709,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173710,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173718,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173719,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173720,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173728,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173729,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173740,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173748,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173749,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173750,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173758,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173759,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173780,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173781,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9173782,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174402,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174403,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174404,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174405,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174406,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174407,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174408,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174409,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174411,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174470,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174472,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174473,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174474,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174475,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174476,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174477,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174478,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174480,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174481,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174482,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174483,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174484,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174485,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174486,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174487,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174488,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174489,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174490,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174491,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174492,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174493,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174494,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174495,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174496,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174497,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174498,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174499,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174500,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174508,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174509,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174648,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174649,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174650,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174658,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174659,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174660,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174668,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174669,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174670,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174678,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174910,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174918,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174919,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174920,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174928,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174929,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174930,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174938,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174939,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9174940,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175101,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175102,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175103,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175104,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175105,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175106,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175107,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175108,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175109,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175111,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175170,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175172,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175173,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175174,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175175,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175176,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175177,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175178,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175179,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175229,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,917558,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,917559,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175595,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175596,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175597,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175600,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175800,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175900,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175908,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175909,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175910,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9175918,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176101,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176102,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176103,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176104,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176105,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176106,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176107,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176111,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,917617,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176172,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9176173,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,917618,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177101,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177102,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177103,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177104,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177105,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177106,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177107,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9177172,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,917719,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178873,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178874,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178875,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178876,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178877,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178878,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178879,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178880,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178881,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9178882,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179002,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179003,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179004,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179005,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179006,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179007,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179008,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179009,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179020,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179021,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179022,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179023,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179024,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179025,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179026,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179027,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179028,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179029,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179091,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179092,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179093,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179094,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179095,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179096,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179097,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179098,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179099,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179700,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179701,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179702,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179925,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179926,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179927,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179928,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9179929,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,917996,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,917997,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9180797,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9180798,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9180799,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181120,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181121,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181123,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181124,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181125,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181126,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181127,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181128,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181129,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181140,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181141,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9181142,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9183172,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9184333,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,91860,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186377,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186692,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186693,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186694,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186695,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186696,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186697,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186698,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9186699,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9188285,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9188286,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9188287,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9188288,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9188289,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9188477,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9189170,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9189177,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9189178,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190570,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190571,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190573,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190574,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190576,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190577,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190578,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190579,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190620,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190621,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190622,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190623,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190624,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190625,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190626,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190627,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190628,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190629,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190670,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190671,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190672,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190673,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190674,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190675,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190676,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190677,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190678,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190679,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,919071,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,919075,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190760,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190761,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190762,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190763,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190764,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,919077,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190794,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190795,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190870,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190871,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190872,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190873,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190874,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190875,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190876,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190877,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190878,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190879,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190910,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190911,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190912,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190913,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190914,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190915,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190916,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190917,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190918,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9190919,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191050,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191051,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191052,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191053,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191054,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191055,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191056,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191057,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191058,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191059,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191122,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191123,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191124,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191126,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191127,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191128,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191170,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191171,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191172,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191173,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191174,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191175,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191176,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191177,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191178,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191179,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191194,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191195,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191710,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191711,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191712,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191713,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191714,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191715,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191716,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191717,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191718,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9191719,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,919207,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,919514,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,919516,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9196820,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9196822,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9196824,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9196827,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9196828,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,9196829,14-Jun-17,0.02,New, 1/1,
India - Mobile - Idea,91992,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,9171000,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,9184334,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,91906,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,91911,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,9191129,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,9191169,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,9191196,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,9191199,14-Jun-17,0.02,New, 1/1,
India - Mobile - Others,91913,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160010,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160011,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160012,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160013,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160014,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160015,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160016,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160017,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160018,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160019,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160020,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160021,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160022,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160023,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160024,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160025,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160026,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160027,14-Jun-17,0.02,New, 1/1,
India - Mobile - Rcom,9160028,14-Jun-17,0.02,New, 1/1,
