"2885 Sanford Ave SW, Grandville, MI, 49418, USA
+18185391070, sales@voiproutes.com",,,
Effective from: 06.06.2017,,Prefix: none,
"Billing increment is 1/1
Exceptions: Mexico 60/60, Nauru 60/60, Papua new Guinea 60/60, Tonga 60/60,
Vanuatu 60/60, Western Samoa 60/60, Kiribati 60/60, Suriname 60/60,
Haiti 60/60, New Caledonia 60/60, Niue 60/60, Togo 60/60, Tokelau 60/60,
Cook Islands 60/60, Gambia 60/1, Canada 6/6 & USA 6/6",,,
Code,Destination,USD,Status
88299,AEROMOBILE,6.6024,same
93,AFGHANISTAN,0.1733,same
9376,AFGHANISTAN AREEBA MOBILE,0.128,decrease
9377,AFGHANISTAN AREEBA MOBILE,0.128,decrease
9370,AFGHANISTAN MOBILE,0.1606,same
9371,AFGHANISTAN MOBILE,0.1606,same
9372,AFGHANISTAN ROSHAN MOBILE,0.1281,decrease
9379,AFGHANISTAN ROSHAN MOBILE,0.1281,decrease
9374,AFGHANISTAN TELCOM MOBILE,0.1733,same
9375,AFGHANISTAN TELCOM MOBILE,0.1733,same
9373,AFGHANTAN ETISALAT MOBILE,0.1502,increase
9378,AFGHANTAN ETISALAT MOBILE,0.1502,increase
355,ALBANIA,0.1306,same
3552155,ALBANIA AMC,0.1605,same
3552185,ALBANIA AMC,0.1605,same
3552253,ALBANIA AMC,0.1605,same
3552254,ALBANIA AMC,0.1605,same
3552280,ALBANIA AMC,0.1605,same
3552440,ALBANIA AMC,0.1605,same
3553270,ALBANIA AMC,0.1605,same
3553350,ALBANIA AMC,0.1605,same
3553351,ALBANIA AMC,0.1605,same
3553360,ALBANIA AMC,0.1605,same
3553460,ALBANIA AMC,0.1605,same
3553490,ALBANIA AMC,0.1605,same
3553491,ALBANIA AMC,0.1605,same
3553560,ALBANIA AMC,0.1605,same
3554410,ALBANIA AMC,0.1605,same
3554450,ALBANIA AMC,0.1605,same
3554451,ALBANIA AMC,0.1605,same
3554452,ALBANIA AMC,0.1605,same
3554453,ALBANIA AMC,0.1605,same
3554480,ALBANIA AMC,0.1605,same
3554481,ALBANIA AMC,0.1605,same
3554482,ALBANIA AMC,0.1605,same
3554630,ALBANIA AMC,0.1605,same
3554631,ALBANIA AMC,0.1605,same
3554632,ALBANIA AMC,0.1605,same
3554633,ALBANIA AMC,0.1605,same
3555114,ALBANIA AMC,0.1605,same
3555263,ALBANIA AMC,0.1605,same
3555264,ALBANIA AMC,0.1605,same
3555290,ALBANIA AMC,0.1605,same
3555370,ALBANIA AMC,0.1605,same
3555451,ALBANIA AMC,0.1605,same
3555490,ALBANIA AMC,0.1605,same
3555491,ALBANIA AMC,0.1605,same
3555540,ALBANIA AMC,0.1605,same
3558250,ALBANIA AMC,0.1605,same
3558290,ALBANIA AMC,0.1605,same
3558291,ALBANIA AMC,0.1605,same
3558340,ALBANIA AMC,0.1605,same
3558460,ALBANIA AMC,0.1605,same
3558550,ALBANIA AMC,0.1605,same
35521153,ALBANIA AMC,0.1605,same
35521160,ALBANIA AMC,0.1605,same
35521161,ALBANIA AMC,0.1605,same
35521250,ALBANIA AMC,0.1605,same
35521262,ALBANIA AMC,0.1605,same
35521340,ALBANIA AMC,0.1605,same
35521362,ALBANIA AMC,0.1605,same
35521440,ALBANIA AMC,0.1605,same
35521460,ALBANIA AMC,0.1605,same
35521540,ALBANIA AMC,0.1605,same
35521541,ALBANIA AMC,0.1605,same
35521542,ALBANIA AMC,0.1605,same
35521543,ALBANIA AMC,0.1605,same
35521544,ALBANIA AMC,0.1605,same
35521545,ALBANIA AMC,0.1605,same
35521650,ALBANIA AMC,0.1605,same
35521651,ALBANIA AMC,0.1605,same
35521662,ALBANIA AMC,0.1605,same
35521740,ALBANIA AMC,0.1605,same
35521741,ALBANIA AMC,0.1605,same
35521762,ALBANIA AMC,0.1605,same
35521844,ALBANIA AMC,0.1605,same
35521940,ALBANIA AMC,0.1605,same
35521962,ALBANIA AMC,0.1605,same
35524620,ALBANIA AMC,0.1605,same
35526142,ALBANIA AMC,0.1605,same
35526160,ALBANIA AMC,0.1605,same
35526250,ALBANIA AMC,0.1605,same
35526293,ALBANIA AMC,0.1605,same
35526323,ALBANIA AMC,0.1605,same
35526350,ALBANIA AMC,0.1605,same
35526363,ALBANIA AMC,0.1605,same
35526373,ALBANIA AMC,0.1605,same
35526383,ALBANIA AMC,0.1605,same
35526450,ALBANIA AMC,0.1605,same
35526490,ALBANIA AMC,0.1605,same
35526523,ALBANIA AMC,0.1605,same
35526563,ALBANIA AMC,0.1605,same
35526650,ALBANIA AMC,0.1605,same
35526673,ALBANIA AMC,0.1605,same
35526723,ALBANIA AMC,0.1605,same
35526770,ALBANIA AMC,0.1605,same
35526840,ALBANIA AMC,0.1605,same
35526890,ALBANIA AMC,0.1605,same
35526920,ALBANIA AMC,0.1605,same
35526950,ALBANIA AMC,0.1605,same
35526970,ALBANIA AMC,0.1605,same
35526990,ALBANIA AMC,0.1605,same
35527023,ALBANIA AMC,0.1605,same
35527043,ALBANIA AMC,0.1605,same
35527053,ALBANIA AMC,0.1605,same
35527070,ALBANIA AMC,0.1605,same
35527140,ALBANIA AMC,0.1605,same
35527160,ALBANIA AMC,0.1605,same
35527190,ALBANIA AMC,0.1605,same
35527223,ALBANIA AMC,0.1605,same
35527253,ALBANIA AMC,0.1605,same
35527270,ALBANIA AMC,0.1605,same
35527323,ALBANIA AMC,0.1605,same
35527350,ALBANIA AMC,0.1605,same
35527370,ALBANIA AMC,0.1605,same
35527390,ALBANIA AMC,0.1605,same
35527440,ALBANIA AMC,0.1605,same
35527470,ALBANIA AMC,0.1605,same
35527490,ALBANIA AMC,0.1605,same
35527523,ALBANIA AMC,0.1605,same
35527550,ALBANIA AMC,0.1605,same
35527570,ALBANIA AMC,0.1605,same
35527590,ALBANIA AMC,0.1605,same
35527623,ALBANIA AMC,0.1605,same
35527660,ALBANIA AMC,0.1605,same
35527693,ALBANIA AMC,0.1605,same
35527723,ALBANIA AMC,0.1605,same
35527760,ALBANIA AMC,0.1605,same
35527790,ALBANIA AMC,0.1605,same
35527840,ALBANIA AMC,0.1605,same
35527860,ALBANIA AMC,0.1605,same
35527880,ALBANIA AMC,0.1605,same
35527923,ALBANIA AMC,0.1605,same
35527950,ALBANIA AMC,0.1605,same
35527970,ALBANIA AMC,0.1605,same
35527990,ALBANIA AMC,0.1605,same
35528123,ALBANIA AMC,0.1605,same
35528124,ALBANIA AMC,0.1605,same
35528140,ALBANIA AMC,0.1605,same
35528141,ALBANIA AMC,0.1605,same
35528143,ALBANIA AMC,0.1605,same
35528144,ALBANIA AMC,0.1605,same
35528170,ALBANIA AMC,0.1605,same
35528171,ALBANIA AMC,0.1605,same
35528190,ALBANIA AMC,0.1605,same
35528223,ALBANIA AMC,0.1605,same
35528250,ALBANIA AMC,0.1605,same
35528290,ALBANIA AMC,0.1605,same
35528323,ALBANIA AMC,0.1605,same
35528350,ALBANIA AMC,0.1605,same
35528390,ALBANIA AMC,0.1605,same
35528450,ALBANIA AMC,0.1605,same
35528472,ALBANIA AMC,0.1605,same
35528523,ALBANIA AMC,0.1605,same
35528570,ALBANIA AMC,0.1605,same
35528623,ALBANIA AMC,0.1605,same
35528643,ALBANIA AMC,0.1605,same
35528680,ALBANIA AMC,0.1605,same
35528742,ALBANIA AMC,0.1605,same
35528763,ALBANIA AMC,0.1605,same
35528790,ALBANIA AMC,0.1605,same
35528823,ALBANIA AMC,0.1605,same
35528850,ALBANIA AMC,0.1605,same
35528870,ALBANIA AMC,0.1605,same
35528890,ALBANIA AMC,0.1605,same
35528950,ALBANIA AMC,0.1605,same
35528970,ALBANIA AMC,0.1605,same
35528990,ALBANIA AMC,0.1605,same
35529140,ALBANIA AMC,0.1605,same
35529190,ALBANIA AMC,0.1605,same
35529240,ALBANIA AMC,0.1605,same
35529280,ALBANIA AMC,0.1605,same
35529340,ALBANIA AMC,0.1605,same
35529370,ALBANIA AMC,0.1605,same
35529390,ALBANIA AMC,0.1605,same
35529423,ALBANIA AMC,0.1605,same
35529460,ALBANIA AMC,0.1605,same
35529490,ALBANIA AMC,0.1605,same
35529523,ALBANIA AMC,0.1605,same
35529550,ALBANIA AMC,0.1605,same
35529570,ALBANIA AMC,0.1605,same
35529590,ALBANIA AMC,0.1605,same
35529623,ALBANIA AMC,0.1605,same
35529650,ALBANIA AMC,0.1605,same
35529680,ALBANIA AMC,0.1605,same
35529723,ALBANIA AMC,0.1605,same
35529750,ALBANIA AMC,0.1605,same
35529763,ALBANIA AMC,0.1605,same
35529780,ALBANIA AMC,0.1605,same
35531150,ALBANIA AMC,0.1605,same
35531151,ALBANIA AMC,0.1605,same
35531172,ALBANIA AMC,0.1605,same
35531250,ALBANIA AMC,0.1605,same
35531260,ALBANIA AMC,0.1605,same
35531350,ALBANIA AMC,0.1605,same
35531351,ALBANIA AMC,0.1605,same
35531360,ALBANIA AMC,0.1605,same
35532500,ALBANIA AMC,0.1605,same
35532501,ALBANIA AMC,0.1605,same
35532502,ALBANIA AMC,0.1605,same
35532503,ALBANIA AMC,0.1605,same
35532504,ALBANIA AMC,0.1605,same
35532505,ALBANIA AMC,0.1605,same
35532600,ALBANIA AMC,0.1605,same
35532601,ALBANIA AMC,0.1605,same
35534520,ALBANIA AMC,0.1605,same
35534521,ALBANIA AMC,0.1605,same
35535700,ALBANIA AMC,0.1605,same
35535701,ALBANIA AMC,0.1605,same
35535702,ALBANIA AMC,0.1605,same
35535703,ALBANIA AMC,0.1605,same
35535704,ALBANIA AMC,0.1605,same
35535705,ALBANIA AMC,0.1605,same
35536023,ALBANIA AMC,0.1605,same
35536043,ALBANIA AMC,0.1605,same
35536063,ALBANIA AMC,0.1605,same
35536073,ALBANIA AMC,0.1605,same
35536090,ALBANIA AMC,0.1605,same
35536140,ALBANIA AMC,0.1605,same
35536141,ALBANIA AMC,0.1605,same
35536150,ALBANIA AMC,0.1605,same
35536220,ALBANIA AMC,0.1605,same
35536221,ALBANIA AMC,0.1605,same
35536240,ALBANIA AMC,0.1605,same
35536290,ALBANIA AMC,0.1605,same
35536321,ALBANIA AMC,0.1605,same
35536340,ALBANIA AMC,0.1605,same
35536380,ALBANIA AMC,0.1605,same
35536440,ALBANIA AMC,0.1605,same
35536480,ALBANIA AMC,0.1605,same
35536540,ALBANIA AMC,0.1605,same
35536580,ALBANIA AMC,0.1605,same
35536640,ALBANIA AMC,0.1605,same
35536670,ALBANIA AMC,0.1605,same
35536740,ALBANIA AMC,0.1605,same
35536770,ALBANIA AMC,0.1605,same
35536840,ALBANIA AMC,0.1605,same
35536862,ALBANIA AMC,0.1605,same
35536890,ALBANIA AMC,0.1605,same
35536923,ALBANIA AMC,0.1605,same
